filename,width,height,class,xmin,ymin,xmax,ymax
22957303-elderly-man-looking-at-his-hand.jpg,660,440,hand,5,4,585,440
20200429_191855.jpg,4160,2340,calculator,1081,458,2209,805
20200429_191855.jpg,4160,2340,calculator,1373,1077,2251,1883
download-11.jpg,274,184,book,34,44,230,154
received_2754657074657446.jpeg,1280,2560,looking down,39,674,1215,2362
20200429_191048.jpg,4160,2340,calculator,1067,150,1798,1005
20200429_191048.jpg,4160,2340,calculator,1956,880,3342,1339
20200430_021016.jpg,4160,2340,calculator,1614,350,3326,1025
photo-1579869847514-7c1a19d2d2ad.jpg,1000,561,phone,80,57,980,545
images-67.jpg,255,197,book,40,5,230,179
images-73.jpg,337,150,book,26,2,264,143
Dcsb1M_XUAA1YlL.jpg,1146,650,phone,397,126,805,543
huawei_mate_30_pro_back_on_table_angled_close_thumb800.jpg,800,450,phone,134,122,550,403
20200430_021957.jpg,4160,2340,calculator,1723,1208,3714,2077
20200430_021957.jpg,4160,2340,calculator,1142,244,2545,941
IMG_2796.jpg,792,1056,hand,224,175,754,791
IMG_2797.jpg,792,1056,hand,206,173,758,798
download-1.png,261,193,book,4,1,258,192
images-72.jpg,259,194,book,65,42,202,148
images-66.jpg,256,197,book,41,18,220,173
20200429_192024.jpg,4160,2340,calculator,1626,241,2434,1611
95561996_302154007441123_571634287099510784_n.jpg,721,960,looking down,1,291,550,938
phone-on-the-table.jpg,1920,1440,phone,498,279,1555,1255
download-10.jpg,265,190,book,20,36,255,133
images44343.jpg,300,168,phone,32,14,243,164
received_172017907391829.jpeg,1536,2048,looking down,70,1,1360,2042
20200430_194055.jpg,2560,1440,looking down,1,1,1876,1423
IMG_2807.jpg,792,1056,hand,352,184,747,769
IMG_2813.jpg,792,1056,hand,81,59,645,734
20200429_192636.jpg,4160,2340,calculator,2234,94,2895,1352
Nokia-5-homescreen-android-table-840x473.jpg,840,473,phone,244,57,516,449
istockphoto-1135024008-612x612.jpg,612,408,phone,273,246,488,307
IMG_2803.jpg,792,1056,hand,297,123,772,673
stock-photo-bright-young-woman-looking-at-her-hands-wearing-a-pink-overalls-isolated-on-a-white-background-465788576.jpg,1500,1120,hand,238,76,1127,984
20200430_193528.jpg,2560,1440,looking down,19,1,1896,1430
woman-looking-at-her-hands-E5RPK1.jpg,866,1390,hand,10,131,866,1124
download-28.jpg,259,194,book,139,95,242,159
20200427_022659.jpg,4160,2340,calculator,1628,39,3159,825
download-14.jpg,274,184,book,1,1,264,36
download-14.jpg,274,184,book,7,39,273,75
download-14.jpg,274,184,book,19,56,267,112
download-14.jpg,274,184,book,29,136,273,180
Bare_Naked_Ultra_Thin_Case_for_iPhone_Xs_Max_-_Branding-Free_2000x.jpg,1000,1000,phone,342,137,864,920
MON1292014.jpg,590,393,phone,21,84,283,384
photo-1535693739747-fa14e6af3cbd.jpg,1000,667,phone,145,82,880,582
20200427_031433.jpg,4160,2340,calculator,284,725,2409,2283
20200427_031355.jpg,4160,2340,calculator,601,222,3301,1964
IMG_2787.jpg,792,1056,hand,93,159,704,837
the-apple-vs-dept-of-justice-battle-rages-on-company-refuses-new-request-for-an-iphone-backdoor_1500.jpg,1500,860,phone,314,228,1203,749
download-5.jpg,299,169,book,108,61,296,148
IMG_2793.jpg,792,1056,hand,111,244,602,725
images-62.jpg,300,168,book,56,21,274,168
images-76.jpg,260,194,book,110,15,237,37
images-76.jpg,260,194,book,97,34,229,58
images-76.jpg,260,194,book,96,134,260,165
images-76.jpg,260,194,book,115,81,237,97
images-77.jpg,207,243,book,66,50,116,131
images-77.jpg,207,243,book,136,106,174,182
images-77.jpg,207,243,book,38,157,127,179
images-63.jpg,284,177,book,77,6,265,71
images-63.jpg,284,177,book,56,67,270,127
download-4.jpg,299,168,book,103,41,299,165
IMG_2786.jpg,792,1056,hand,211,216,665,807
20200427_023036.jpg,4160,2340,calculator,1459,502,4101,2022
received_3219377764954239.jpeg,1280,2560,looking down,1,526,1207,2393
download-15.jpg,275,183,book,12,7,268,57
download-15.jpg,275,183,book,18,61,254,86
download-15.jpg,275,183,book,8,83,254,113
download-15.jpg,275,183,book,15,111,271,150
download-29.jpg,275,183,book,87,136,201,176
imagesr2.jpg,259,194,phone,33,87,207,142
IMG_2802.jpg,792,1056,hand,308,141,792,687
IMG_2816.jpg,792,1056,hand,172,114,543,694
20200430_194050.jpg,2560,1440,looking down,13,1,1884,1411
received_228412408436075.jpeg,1080,1920,looking down,1,148,1041,1899
20200429_191304.jpg,4160,2340,calculator,826,608,1984,1255
IMG_2828.jpg,792,1056,hand,33,209,706,884
1.jpg,852,480,phone,97,86,728,318
IMG_2800.jpg,792,1056,hand,263,123,786,696
received_245906446527487.jpeg,1980,2640,looking down,139,1,1977,2354
IMG_2814.jpg,792,1056,hand,197,75,645,709
ux.png,708,413,phone,110,92,586,338
mockup-smart-phone-table-with-coffee-cup_9563-384.jpg,626,417,phone,332,119,501,337
received_234499197868180.jpeg,828,1472,looking down,1,54,772,1398
technology-coffee-communication-marketing.jpg,910,607,phone,66,174,685,581
phone-table-0626.jpg.824x0_q71_crop-scale.jpg,824,519,phone,206,318,632,412
20200430_222614.jpg,2340,4160,looking down,36,962,2328,4128
images.jpg,275,183,phone,124,96,231,146
received_161298898643354.jpeg,1980,2640,looking down,1,642,1915,2603
94744288_2559727134249643_6882540325672321024_n.jpg,552,736,looking down,1,12,549,727
download-17.jpg,276,183,book,26,22,194,51
download-17.jpg,276,183,book,19,110,201,143
download-17.jpg,276,183,book,35,152,206,176
download-6.jpg,278,181,book,21,5,266,155
images-49.jpg,307,164,book,70,109,254,139
images-49.jpg,307,164,book,73,143,263,164
photo-1524466302651-a98b8b02c497.jpg,1000,655,phone,216,221,811,435
IMG_2790.jpg,792,1056,hand,211,191,615,805
IMG_2784.jpg,792,1056,hand,58,73,652,928
images-75.jpg,265,190,book,117,69,204,115
images-61.jpg,225,225,book,28,8,100,111
images-61.jpg,225,225,book,121,8,195,109
images-61.jpg,225,225,book,33,122,103,222
images-61.jpg,225,225,book,123,125,196,216
images-60.jpg,275,183,book,38,59,267,143
images-74.jpg,275,183,book,59,44,247,166
IMG_2785.jpg,792,1056,hand,74,132,613,841
IMG_2791.jpg,792,1056,hand,133,221,586,757
download-7.jpg,187,270,book,2,1,186,250
images-48.jpg,309,163,book,27,48,187,155
images-48.jpg,309,163,book,190,51,225,154
images-48.jpg,309,163,book,249,49,299,151
received_2569184343348009.jpeg,1512,2511,looking down,252,432,1428,2393
motherlode-phones-tmagArticle.png,592,395,phone,287,269,560,345
unnamedbhb.jpg,512,341,phone,59,120,498,297
unsplash_525f012329589_1.jpg,3200,2119,phone,961,1332,2645,1886
20200427_022840.jpg,4160,2340,calculator,1934,2,4139,2183
download-16.jpg,370,136,book,70,1,325,28
download-16.jpg,370,136,book,66,22,287,51
download-16.jpg,370,136,book,51,50,298,81
download-16.jpg,370,136,book,37,76,307,122
received_470658610361087.jpeg,1280,2560,looking down,20,640,1228,2488
20200428_000302.jpg,4160,2340,calculator,698,1011,3230,2340
IMG_2815.jpg,792,1056,hand,108,103,561,698
IMG_2801.jpg,792,1056,hand,327,157,779,748
20200430_193728.jpg,2560,1440,looking down,15,1,2039,1434
IMG_2829.jpg,792,1056,hand,83,228,729,889
20200430_194053.jpg,2560,1440,looking down,1,5,1908,1409
95494493_2915193681899547_409073047710990336_n.jpg,540,960,looking down,18,61,526,921
